Thread,Positivity Scores
56,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
57,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}"
58,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
59,"{'neg': 0.108, 'neu': 0.517, 'pos': 0.375, 'compound': 0.7345}"
60,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
61,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
62,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.6249}"
63,"{'neg': 0.083, 'neu': 0.798, 'pos': 0.119, 'compound': 0.6476}"
64,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.69}"
65,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.6908}"
66,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.2263}"
67,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4019}"
68,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.891}"
69,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3182}"
70,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.5423}"
71,"{'neg': 0.06, 'neu': 0.835, 'pos': 0.105, 'compound': 0.5845}"
72,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}"
73,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.3612}"
74,"{'neg': 0.156, 'neu': 0.782, 'pos': 0.062, 'compound': -0.5423}"
75,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
76,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.7168}"
77,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
78,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.8627}"
79,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.5719}"
80,"{'neg': 0.017, 'neu': 0.756, 'pos': 0.227, 'compound': 0.9703}"
81,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
82,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.594}"
83,"{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.5767}"
84,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.5023}"
85,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}"
86,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
87,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
88,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
89,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
90,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.3204}"
91,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
92,"{'neg': 0.065, 'neu': 0.877, 'pos': 0.059, 'compound': -0.514}"
93,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
94,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
95,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
96,"{'neg': 0.161, 'neu': 0.516, 'pos': 0.324, 'compound': 0.5472}"
97,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
98,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}"
99,"{'neg': 0.454, 'neu': 0.546, 'pos': 0.0, 'compound': -0.8074}"
100,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}"
101,"{'neg': 0.0, 'neu': 0.979, 'pos': 0.021, 'compound': 0.2387}"
102,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7579}"
103,"{'neg': 0.013, 'neu': 0.901, 'pos': 0.086, 'compound': 0.8683}"
104,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
105,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
106,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.765}"
107,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.7506}"
108,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
109,"{'neg': 0.019, 'neu': 0.92, 'pos': 0.062, 'compound': 0.6124}"
110,"{'neg': 0.0, 'neu': 0.978, 'pos': 0.022, 'compound': 0.0772}"
111,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.2975}"
112,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.7034}"
113,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.5574}"
114,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
115,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}"
116,"{'neg': 0.052, 'neu': 0.819, 'pos': 0.129, 'compound': 0.5994}"
117,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
118,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
119,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.4497}"
120,"{'neg': 0.084, 'neu': 0.78, 'pos': 0.136, 'compound': 0.168}"
121,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
122,"{'neg': 0.015, 'neu': 0.935, 'pos': 0.051, 'compound': 0.4678}"
123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
125,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.1779}"
126,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.3054}"
127,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.6381}"
128,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.8834}"
129,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
130,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
131,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5106}"
132,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
133,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.7391}"
134,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
135,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
136,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.9367}"
137,"{'neg': 0.031, 'neu': 0.846, 'pos': 0.124, 'compound': 0.6725}"
138,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
139,"{'neg': 0.03, 'neu': 0.825, 'pos': 0.145, 'compound': 0.9447}"
140,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6808}"
141,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8426}"
142,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
143,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}"
144,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.765}"
145,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
146,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4019}"
147,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8885}"
148,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
149,"{'neg': 0.036, 'neu': 0.928, 'pos': 0.036, 'compound': -0.0008}"
150,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.5432}"
151,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
152,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
153,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
154,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.3919}"
155,"{'neg': 0.236, 'neu': 0.523, 'pos': 0.241, 'compound': 0.0108}"
156,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.0772}"
157,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.5667}"
158,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.4606}"
159,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8555}"
160,"{'neg': 0.027, 'neu': 0.724, 'pos': 0.248, 'compound': 0.9442}"
161,"{'neg': 0.023, 'neu': 0.902, 'pos': 0.075, 'compound': 0.7955}"
162,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.4871}"
163,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
164,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}"
165,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
166,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
167,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.4696}"
168,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
169,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.8948}"
170,"{'neg': 0.122, 'neu': 0.791, 'pos': 0.087, 'compound': -0.5499}"
171,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
172,"{'neg': 0.132, 'neu': 0.735, 'pos': 0.132, 'compound': 0.0}"
173,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
174,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.5499}"
175,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
176,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.25}"
177,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
178,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}"
179,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
180,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
181,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
182,"{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.2828}"
183,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}"
184,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
185,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.9228}"
186,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}"
187,"{'neg': 0.03, 'neu': 0.97, 'pos': 0.0, 'compound': -0.2982}"
188,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.9419}"
189,"{'neg': 0.024, 'neu': 0.914, 'pos': 0.062, 'compound': 0.5396}"
190,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.481}"
191,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.797}"
192,"{'neg': 0.041, 'neu': 0.959, 'pos': 0.0, 'compound': -0.6229}"
193,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
194,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.0516}"
195,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
196,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}"
198,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}"
199,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9163}"
200,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
201,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
202,"{'neg': 0.034, 'neu': 0.897, 'pos': 0.07, 'compound': 0.4404}"
203,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
204,"{'neg': 0.023, 'neu': 0.898, 'pos': 0.079, 'compound': 0.5716}"
205,"{'neg': 0.064, 'neu': 0.757, 'pos': 0.179, 'compound': 0.3291}"
206,"{'neg': 0.083, 'neu': 0.754, 'pos': 0.163, 'compound': 0.3195}"
207,"{'neg': 0.031, 'neu': 0.958, 'pos': 0.011, 'compound': -0.3506}"
208,"{'neg': 0.141, 'neu': 0.821, 'pos': 0.038, 'compound': -0.6586}"
209,"{'neg': 0.079, 'neu': 0.867, 'pos': 0.055, 'compound': -0.6114}"
210,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1531}"
211,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.296}"
212,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
213,"{'neg': 0.119, 'neu': 0.83, 'pos': 0.051, 'compound': -0.5362}"
214,"{'neg': 0.037, 'neu': 0.915, 'pos': 0.048, 'compound': 0.1725}"
215,"{'neg': 0.454, 'neu': 0.0, 'pos': 0.546, 'compound': 0.25}"
216,"{'neg': 0.032, 'neu': 0.905, 'pos': 0.063, 'compound': 0.1646}"
217,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
218,"{'neg': 0.028, 'neu': 0.928, 'pos': 0.044, 'compound': 0.2589}"
219,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.5423}"
220,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
221,"{'neg': 0.09, 'neu': 0.81, 'pos': 0.1, 'compound': 0.1531}"
222,"{'neg': 0.04, 'neu': 0.949, 'pos': 0.01, 'compound': -0.723}"
223,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}"
224,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
225,"{'neg': 0.076, 'neu': 0.887, 'pos': 0.037, 'compound': -0.6588}"
226,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
227,"{'neg': 0.118, 'neu': 0.869, 'pos': 0.014, 'compound': -0.8919}"
228,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
229,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9325}"
230,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
231,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
232,"{'neg': 0.09, 'neu': 0.857, 'pos': 0.053, 'compound': -0.1205}"
233,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.3736}"
234,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.8541}"
235,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
236,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
237,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
238,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
239,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.2481}"
240,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
241,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
242,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.765}"
243,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7624}"
244,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}"
245,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
246,"{'neg': 0.063, 'neu': 0.85, 'pos': 0.087, 'compound': 0.2589}"
247,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.5023}"
248,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2023}"
250,"{'neg': 0.046, 'neu': 0.852, 'pos': 0.103, 'compound': 0.7003}"
251,"{'neg': 0.015, 'neu': 0.727, 'pos': 0.257, 'compound': 0.9681}"
252,"{'neg': 0.027, 'neu': 0.824, 'pos': 0.149, 'compound': 0.743}"
253,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
254,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
255,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.4019}"
256,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
257,"{'neg': 0.125, 'neu': 0.607, 'pos': 0.267, 'compound': 0.5434}"
258,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}"
259,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.7757}"
260,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
261,"{'neg': 0.08, 'neu': 0.847, 'pos': 0.074, 'compound': -0.4215}"
262,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.6767}"
263,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6437}"
264,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.8918}"
265,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
266,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.5733}"
267,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
268,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.3401}"
269,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.7494}"
270,"{'neg': 0.037, 'neu': 0.759, 'pos': 0.205, 'compound': 0.903}"
271,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.6597}"
272,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.8271}"
273,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
274,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
275,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.4215}"
276,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
277,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.6486}"
278,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3506}"
279,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7964}"
280,"{'neg': 0.055, 'neu': 0.746, 'pos': 0.2, 'compound': 0.765}"
281,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}"
282,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.8053}"
283,"{'neg': 0.054, 'neu': 0.905, 'pos': 0.041, 'compound': -0.296}"
284,"{'neg': 0.063, 'neu': 0.885, 'pos': 0.052, 'compound': -0.2728}"
285,"{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.3182}"
286,"{'neg': 0.178, 'neu': 0.565, 'pos': 0.258, 'compound': 0.2481}"
287,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
288,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.7684}"
289,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
290,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
292,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}"
293,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
295,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
296,"{'neg': 0.061, 'neu': 0.882, 'pos': 0.057, 'compound': -0.0516}"
297,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
298,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6597}"
299,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
300,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}"
301,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.7485}"
302,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4939}"
303,"{'neg': 0.11, 'neu': 0.847, 'pos': 0.043, 'compound': -0.7851}"
304,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.9892}"
305,"{'neg': 0.094, 'neu': 0.866, 'pos': 0.04, 'compound': -0.4606}"
306,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
