Thread,Positivity Scores
54,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
55,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4753}"
56,"{'neg': 0.03, 'neu': 0.749, 'pos': 0.221, 'compound': 0.8562}"
57,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.7936}"
58,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
59,"{'neg': 0.0, 'neu': 0.239, 'pos': 0.761, 'compound': 0.4926}"
60,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4215}"
61,"{'neg': 0.093, 'neu': 0.891, 'pos': 0.016, 'compound': -0.8898}"
62,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
63,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.0387}"
64,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.6996}"
65,"{'neg': 0.059, 'neu': 0.881, 'pos': 0.061, 'compound': 0.0129}"
66,"{'neg': 0.127, 'neu': 0.777, 'pos': 0.095, 'compound': 0.0258}"
67,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.7269}"
68,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
69,"{'neg': 0.074, 'neu': 0.836, 'pos': 0.09, 'compound': 0.2924}"
70,"{'neg': 0.045, 'neu': 0.909, 'pos': 0.046, 'compound': 0.0258}"
71,"{'neg': 0.019, 'neu': 0.942, 'pos': 0.04, 'compound': 0.4329}"
72,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
73,"{'neg': 0.084, 'neu': 0.854, 'pos': 0.062, 'compound': -0.25}"
74,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
75,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}"
76,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.7757}"
77,"{'neg': 0.021, 'neu': 0.961, 'pos': 0.018, 'compound': -0.126}"
78,"{'neg': 0.171, 'neu': 0.643, 'pos': 0.186, 'compound': 0.0516}"
79,"{'neg': 0.16, 'neu': 0.772, 'pos': 0.067, 'compound': -0.69}"
80,"{'neg': 0.048, 'neu': 0.827, 'pos': 0.125, 'compound': 0.784}"
81,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
82,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
83,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
84,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4019}"
85,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
86,"{'neg': 0.049, 'neu': 0.951, 'pos': 0.0, 'compound': -0.5994}"
87,"{'neg': 0.077, 'neu': 0.879, 'pos': 0.044, 'compound': -0.2023}"
88,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6747}"
89,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
90,"{'neg': 0.068, 'neu': 0.825, 'pos': 0.107, 'compound': 0.1513}"
91,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
92,"{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.6369}"
93,"{'neg': 0.014, 'neu': 0.905, 'pos': 0.081, 'compound': 0.7609}"
94,"{'neg': 0.054, 'neu': 0.908, 'pos': 0.038, 'compound': -0.2732}"
95,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.466}"
96,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
97,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6369}"
98,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}"
99,"{'neg': 0.011, 'neu': 0.938, 'pos': 0.052, 'compound': 0.701}"
100,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
101,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
102,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.4574}"
103,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5994}"
104,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.83}"
105,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5927}"
106,"{'neg': 0.03, 'neu': 0.957, 'pos': 0.012, 'compound': -0.3818}"
107,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
108,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.5574}"
109,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
110,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.8621}"
111,"{'neg': 0.06, 'neu': 0.907, 'pos': 0.033, 'compound': -0.2955}"
112,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
113,"{'neg': 0.019, 'neu': 0.893, 'pos': 0.088, 'compound': 0.9482}"
114,"{'neg': 0.129, 'neu': 0.74, 'pos': 0.131, 'compound': 0.0108}"
115,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.8398}"
116,"{'neg': 0.124, 'neu': 0.824, 'pos': 0.053, 'compound': -0.4767}"
117,"{'neg': 0.052, 'neu': 0.72, 'pos': 0.228, 'compound': 0.7269}"
118,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}"
119,"{'neg': 0.078, 'neu': 0.834, 'pos': 0.088, 'compound': 0.4065}"
120,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1531}"
121,"{'neg': 0.064, 'neu': 0.901, 'pos': 0.035, 'compound': -0.6199}"
122,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.81}"
123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.2617}"
125,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.7469}"
126,"{'neg': 0.152, 'neu': 0.812, 'pos': 0.037, 'compound': -0.8192}"
127,"{'neg': 0.07, 'neu': 0.726, 'pos': 0.204, 'compound': 0.5848}"
128,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
129,"{'neg': 0.16, 'neu': 0.774, 'pos': 0.066, 'compound': -0.5106}"
130,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.8047}"
131,"{'neg': 0.562, 'neu': 0.0, 'pos': 0.437, 'compound': -0.1531}"
132,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7941}"
133,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.7506}"
134,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3527}"
135,"{'neg': 0.11, 'neu': 0.822, 'pos': 0.068, 'compound': -0.2617}"
136,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.6486}"
137,"{'neg': 0.105, 'neu': 0.788, 'pos': 0.107, 'compound': 0.2617}"
138,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.8268}"
139,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6908}"
140,"{'neg': 0.091, 'neu': 0.783, 'pos': 0.126, 'compound': -0.0547}"
141,"{'neg': 0.062, 'neu': 0.756, 'pos': 0.182, 'compound': 0.6444}"
142,"{'neg': 0.121, 'neu': 0.808, 'pos': 0.071, 'compound': -0.2484}"
143,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0387}"
144,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}"
145,"{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.3939}"
146,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.8481}"
147,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.5719}"
148,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
149,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.438}"
150,"{'neg': 0.023, 'neu': 0.964, 'pos': 0.013, 'compound': -0.058}"
151,"{'neg': 0.074, 'neu': 0.821, 'pos': 0.105, 'compound': -0.1027}"
152,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.5927}"
153,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
154,"{'neg': 0.126, 'neu': 0.759, 'pos': 0.116, 'compound': -0.3716}"
155,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
156,"{'neg': 0.048, 'neu': 0.935, 'pos': 0.017, 'compound': -0.4606}"
157,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
158,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
159,"{'neg': 0.103, 'neu': 0.808, 'pos': 0.089, 'compound': -0.1596}"
160,"{'neg': 0.103, 'neu': 0.838, 'pos': 0.059, 'compound': -0.3612}"
161,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
162,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.69}"
163,"{'neg': 0.053, 'neu': 0.851, 'pos': 0.096, 'compound': 0.2846}"
164,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.3818}"
165,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}"
166,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.9223}"
167,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
168,"{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.2805}"
169,"{'neg': 0.139, 'neu': 0.786, 'pos': 0.075, 'compound': -0.9124}"
170,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}"
171,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1901}"
172,"{'neg': 0.089, 'neu': 0.787, 'pos': 0.124, 'compound': 0.3934}"
173,"{'neg': 0.085, 'neu': 0.843, 'pos': 0.073, 'compound': -0.2103}"
174,"{'neg': 0.012, 'neu': 0.929, 'pos': 0.058, 'compound': 0.6081}"
175,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
176,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4019}"
177,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.3612}"
178,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}"
179,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.4019}"
180,"{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.6705}"
181,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
182,"{'neg': 0.107, 'neu': 0.712, 'pos': 0.181, 'compound': 0.5106}"
183,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}"
184,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4707}"
185,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.2411}"
186,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
187,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.3476}"
188,"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.6705}"
189,"{'neg': 0.018, 'neu': 0.982, 'pos': 0.0, 'compound': -0.2828}"
190,"{'neg': 0.088, 'neu': 0.798, 'pos': 0.114, 'compound': 0.551}"
191,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192,"{'neg': 0.056, 'neu': 0.927, 'pos': 0.017, 'compound': -0.6943}"
193,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.6789}"
194,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.6093}"
195,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
196,"{'neg': 0.026, 'neu': 0.909, 'pos': 0.065, 'compound': 0.4971}"
197,"{'neg': 0.073, 'neu': 0.743, 'pos': 0.184, 'compound': 0.5475}"
198,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
199,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6486}"
200,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4753}"
201,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
202,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6124}"
203,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7845}"
204,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.4329}"
205,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
206,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.7512}"
207,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.8316}"
208,"{'neg': 0.032, 'neu': 0.882, 'pos': 0.087, 'compound': 0.6103}"
209,"{'neg': 0.048, 'neu': 0.89, 'pos': 0.063, 'compound': 0.1779}"
210,"{'neg': 0.054, 'neu': 0.83, 'pos': 0.116, 'compound': 0.4767}"
211,"{'neg': 0.021, 'neu': 0.892, 'pos': 0.087, 'compound': 0.5499}"
212,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
213,"{'neg': 0.056, 'neu': 0.885, 'pos': 0.059, 'compound': -0.2163}"
214,"{'neg': 0.0, 'neu': 0.989, 'pos': 0.011, 'compound': 0.1306}"
215,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
216,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.5106}"
217,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
218,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.7645}"
219,"{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.0772}"
220,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
221,"{'neg': 0.057, 'neu': 0.802, 'pos': 0.14, 'compound': 0.4404}"
222,"{'neg': 0.039, 'neu': 0.876, 'pos': 0.085, 'compound': 0.3506}"
223,"{'neg': 0.097, 'neu': 0.796, 'pos': 0.106, 'compound': 0.0516}"
224,"{'neg': 0.179, 'neu': 0.605, 'pos': 0.216, 'compound': 0.1875}"
225,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
226,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.8126}"
227,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
228,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
229,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
230,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4215}"
231,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
232,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.644}"
233,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.4479}"
234,"{'neg': 0.055, 'neu': 0.797, 'pos': 0.148, 'compound': 0.5994}"
235,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
236,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
237,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.8276}"
238,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
239,"{'neg': 0.076, 'neu': 0.855, 'pos': 0.069, 'compound': 0.1779}"
240,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}"
241,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.8122}"
242,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
243,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
244,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
245,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7888}"
246,"{'neg': 0.025, 'neu': 0.813, 'pos': 0.163, 'compound': 0.8316}"
247,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}"
248,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,"{'neg': 0.125, 'neu': 0.75, 'pos': 0.125, 'compound': -0.0018}"
250,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
251,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
252,"{'neg': 0.0, 'neu': 0.968, 'pos': 0.032, 'compound': 0.1306}"
253,"{'neg': 0.115, 'neu': 0.815, 'pos': 0.07, 'compound': -0.4822}"
254,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
255,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.5267}"
256,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
257,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
258,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
259,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
260,"{'neg': 0.016, 'neu': 0.971, 'pos': 0.013, 'compound': -0.0644}"
261,"{'neg': 0.019, 'neu': 0.928, 'pos': 0.052, 'compound': 0.5264}"
262,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}"
263,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7351}"
264,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
265,"{'neg': 0.19, 'neu': 0.726, 'pos': 0.084, 'compound': -0.5859}"
266,"{'neg': 0.052, 'neu': 0.93, 'pos': 0.017, 'compound': -0.4784}"
267,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2144}"
268,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
269,"{'neg': 0.049, 'neu': 0.791, 'pos': 0.16, 'compound': 0.7227}"
270,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5499}"
271,"{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.1901}"
272,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.6239}"
273,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.5423}"
274,"{'neg': 0.047, 'neu': 0.697, 'pos': 0.256, 'compound': 0.9478}"
275,"{'neg': 0.071, 'neu': 0.769, 'pos': 0.16, 'compound': 0.5574}"
276,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
277,"{'neg': 0.039, 'neu': 0.811, 'pos': 0.15, 'compound': 0.9512}"
278,"{'neg': 0.041, 'neu': 0.935, 'pos': 0.024, 'compound': -0.2484}"
279,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}"
280,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.3089}"
281,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.5487}"
282,"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.6187}"
283,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6705}"
284,"{'neg': 0.05, 'neu': 0.588, 'pos': 0.363, 'compound': 0.9307}"
285,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
286,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
287,"{'neg': 0.046, 'neu': 0.815, 'pos': 0.139, 'compound': 0.6488}"
288,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.2023}"
289,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}"
290,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8402}"
292,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.6369}"
293,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4329}"
295,"{'neg': 0.128, 'neu': 0.828, 'pos': 0.044, 'compound': -0.5499}"
296,"{'neg': 0.078, 'neu': 0.885, 'pos': 0.037, 'compound': -0.3903}"
297,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
298,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.6027}"
299,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}"
300,"{'neg': 0.143, 'neu': 0.815, 'pos': 0.042, 'compound': -0.7579}"
301,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
302,"{'neg': 0.014, 'neu': 0.854, 'pos': 0.132, 'compound': 0.9315}"
303,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.92}"
304,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.765}"
305,"{'neg': 0.146, 'neu': 0.541, 'pos': 0.314, 'compound': 0.4767}"
