Thread,Positivity Scores
108,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
109,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}"
110,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
111,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
112,"{'neg': 0.022, 'neu': 0.978, 'pos': 0.0, 'compound': -0.0772}"
113,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.9081}"
114,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
115,"{'neg': 0.031, 'neu': 0.837, 'pos': 0.131, 'compound': 0.8573}"
116,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4404}"
117,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.8041}"
118,"{'neg': 0.036, 'neu': 0.853, 'pos': 0.112, 'compound': 0.5994}"
119,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.9168}"
120,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
121,"{'neg': 0.033, 'neu': 0.846, 'pos': 0.121, 'compound': 0.7935}"
122,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4696}"
125,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
126,"{'neg': 0.07, 'neu': 0.825, 'pos': 0.105, 'compound': -0.0129}"
127,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
128,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}"
129,"{'neg': 0.031, 'neu': 0.728, 'pos': 0.24, 'compound': 0.9122}"
130,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
131,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
132,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
133,"{'neg': 0.112, 'neu': 0.837, 'pos': 0.051, 'compound': -0.5029}"
134,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.3241}"
135,"{'neg': 0.026, 'neu': 0.904, 'pos': 0.071, 'compound': 0.4588}"
136,"{'neg': 0.063, 'neu': 0.863, 'pos': 0.074, 'compound': 0.1032}"
137,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
138,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4404}"
139,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
140,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
141,"{'neg': 0.0, 'neu': 0.968, 'pos': 0.032, 'compound': 0.2144}"
142,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.6892}"
143,"{'neg': 0.076, 'neu': 0.868, 'pos': 0.055, 'compound': -0.1531}"
144,"{'neg': 0.028, 'neu': 0.889, 'pos': 0.084, 'compound': 0.6696}"
145,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
146,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
147,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
148,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
149,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
150,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3612}"
151,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
152,"{'neg': 0.041, 'neu': 0.879, 'pos': 0.08, 'compound': 0.5127}"
153,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
154,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
155,"{'neg': 0.055, 'neu': 0.865, 'pos': 0.079, 'compound': 0.0946}"
156,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}"
157,"{'neg': 0.137, 'neu': 0.769, 'pos': 0.093, 'compound': -0.2714}"
158,"{'neg': 0.231, 'neu': 0.667, 'pos': 0.102, 'compound': -0.5709}"
159,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
160,"{'neg': 0.099, 'neu': 0.696, 'pos': 0.205, 'compound': 0.4404}"
161,"{'neg': 0.135, 'neu': 0.627, 'pos': 0.239, 'compound': 0.0387}"
162,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}"
163,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}"
164,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}"
165,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.4871}"
166,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.4215}"
167,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
168,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
169,"{'neg': 0.043, 'neu': 0.884, 'pos': 0.073, 'compound': 0.3073}"
170,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4574}"
171,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7783}"
172,"{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.0387}"
173,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4576}"
174,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
175,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.6793}"
176,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
177,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}"
178,"{'neg': 0.06, 'neu': 0.903, 'pos': 0.037, 'compound': -0.2732}"
179,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
180,"{'neg': 0.029, 'neu': 0.939, 'pos': 0.031, 'compound': 0.0356}"
181,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
182,"{'neg': 0.061, 'neu': 0.8, 'pos': 0.139, 'compound': 0.5818}"
183,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.504}"
184,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.5719}"
185,"{'neg': 0.021, 'neu': 0.86, 'pos': 0.119, 'compound': 0.7519}"
186,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
187,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.5859}"
188,"{'neg': 0.048, 'neu': 0.952, 'pos': 0.0, 'compound': -0.6202}"
189,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
190,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}"
191,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
192,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
193,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.5023}"
194,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}"
195,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}"
196,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197,"{'neg': 0.028, 'neu': 0.863, 'pos': 0.109, 'compound': 0.7096}"
198,"{'neg': 0.07, 'neu': 0.794, 'pos': 0.136, 'compound': 0.34}"
199,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.533}"
200,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.3612}"
201,"{'neg': 0.049, 'neu': 0.939, 'pos': 0.012, 'compound': -0.5349}"
202,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
203,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
204,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2714}"
205,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}"
206,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4753}"
207,"{'neg': 0.03, 'neu': 0.91, 'pos': 0.06, 'compound': 0.5013}"
208,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.9311}"
209,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.5358}"
210,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}"
212,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.5023}"
213,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4926}"
214,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
215,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
216,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
217,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.7059}"
218,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}"
219,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
220,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
221,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
222,"{'neg': 0.138, 'neu': 0.764, 'pos': 0.098, 'compound': -0.0258}"
223,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
225,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.9537}"
227,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.504}"
228,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.6249}"
229,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
230,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
231,"{'neg': 0.026, 'neu': 0.922, 'pos': 0.053, 'compound': 0.3919}"
232,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.4404}"
233,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.68}"
234,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5719}"
235,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
236,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}"
237,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7757}"
238,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4561}"
239,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
240,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.807}"
241,"{'neg': 0.028, 'neu': 0.87, 'pos': 0.102, 'compound': 0.9062}"
242,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
243,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.4404}"
244,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
245,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
246,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
247,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8271}"
248,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
250,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2732}"
251,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}"
252,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
253,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4926}"
254,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
255,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
256,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
257,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.6174}"
258,"{'neg': 0.051, 'neu': 0.625, 'pos': 0.324, 'compound': 0.8225}"
259,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2724}"
260,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.659}"
261,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.0772}"
262,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}"
263,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4522}"
264,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.6996}"
265,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.296}"
266,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}"
267,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
268,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.7778}"
269,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
270,"{'neg': 0.045, 'neu': 0.946, 'pos': 0.009, 'compound': -0.6596}"
271,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.4754}"
272,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6369}"
273,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
274,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3054}"
275,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4576}"
276,"{'neg': 0.084, 'neu': 0.838, 'pos': 0.078, 'compound': -0.0258}"
277,"{'neg': 0.169, 'neu': 0.765, 'pos': 0.066, 'compound': -0.5994}"
278,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8478}"
279,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
280,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2382}"
281,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
282,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}"
283,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
284,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
285,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.5093}"
286,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
287,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3612}"
288,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
289,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
290,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6808}"
292,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
293,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
294,"{'neg': 0.028, 'neu': 0.88, 'pos': 0.092, 'compound': 0.9669}"
295,"{'neg': 0.042, 'neu': 0.932, 'pos': 0.026, 'compound': -0.2617}"
296,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6597}"
297,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
298,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.631}"
299,"{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.7391}"
300,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.3713}"
301,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6124}"
302,"{'neg': 0.068, 'neu': 0.803, 'pos': 0.129, 'compound': 0.3612}"
303,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4767}"
304,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
305,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
306,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4329}"
