Thread,Sentiment Scores,Label,Positive Score
117,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",neu,0.217
118,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.3612}",neu,0.055
119,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.2406}",neu,0.0
120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
121,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.9829}",neu,0.205
122,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6597}",neu,0.105
123,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4767}",neu,0.162
124,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.6381}",neu,0.127
125,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
126,"{'neg': 0.033, 'neu': 0.899, 'pos': 0.068, 'compound': 0.4561}",neu,0.068
127,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.865}",neu,0.451
128,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.1901}",neu,0.149
129,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1027}",neu,0.0
130,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
131,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
132,"{'neg': 0.108, 'neu': 0.853, 'pos': 0.038, 'compound': -0.5994}",neu,0.038
133,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.6072}",neu,0.081
134,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",neu,0.167
135,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",neu,0.08
136,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}",neu,0.128
137,"{'neg': 0.06, 'neu': 0.906, 'pos': 0.034, 'compound': -0.2071}",neu,0.034
138,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
139,"{'neg': 0.155, 'neu': 0.675, 'pos': 0.169, 'compound': 0.2592}",neu,0.169
140,"{'neg': 0.055, 'neu': 0.876, 'pos': 0.069, 'compound': 0.2382}",neu,0.069
141,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
142,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",neu,0.16
143,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
144,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}",neu,0.101
145,"{'neg': 0.0, 'neu': 0.338, 'pos': 0.662, 'compound': 0.8687}",pos,0.662
146,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",neu,0.087
147,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.2732}",neu,0.043
148,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
149,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
150,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.8973}",neu,0.156
